"","L_ATC4","ATC4","name_simp"
"958","ASSOCIATIONS DE SULFAMIDES ET DE TRIMETHOPRIME, DERIVES INCLUS","J01EE","COTRIMOXAZOLE"
"959","MACROLIDES","J01FA","ERY"
"960","MACROLIDES","J01FA","ROVAMYCINE"
"961","MACROLIDES","J01FA","SPIRAMYCINE"
"962","MACROLIDES","J01FA","RULID"
"963","MACROLIDES","J01FA","ROXITHROMYCINE"
"964","MACROLIDES","J01FA","JOSACINE"
"965","MACROLIDES","J01FA","CLARITHROMYCINE"
"966","MACROLIDES","J01FA","ZECLAR"
"967","MACROLIDES","J01FA","AZITHROMYCINE"
"968","MACROLIDES","J01FA","AZADOSE"
"969","MACROLIDES","J01FA","ZITHROMAX"
"970","MACROLIDES","J01FA","ORDIPHA"
"971","LINCOSAMIDES","J01FF","CLINDAMYCINE"
"972","LINCOSAMIDES","J01FF","DALACINE"
"973","STEPTOGRAMINES (SYNERGISTINES)","J01FG","PYOSTACINE"
"974","AUTRES AMINOSIDES","J01GB","TOBRAMYCINE"
"975","AUTRES AMINOSIDES","J01GB","NEBCINE"
"976","AUTRES AMINOSIDES","J01GB","TOBI"
"977","AUTRES AMINOSIDES","J01GB","GENTAMICINE"
"978","AUTRES AMINOSIDES","J01GB","AMIKACINE"
"979","FLUOROQUINOLONES","J01MA","OFLOCET"
"980","FLUOROQUINOLONES","J01MA","MONOFLOCET"
"981","FLUOROQUINOLONES","J01MA","OFLOXACINE"
"982","FLUOROQUINOLONES","J01MA","CIPROFLOXACINE"
"983","FLUOROQUINOLONES","J01MA","UNIFLOX"
"984","FLUOROQUINOLONES","J01MA","CIFLOX"
"985","FLUOROQUINOLONES","J01MA","LEVOFLOXACINE"
"986","FLUOROQUINOLONES","J01MA","TAVANIC"
"987","FLUOROQUINOLONES","J01MA","MOXIFLOXACINE"
"988","FLUOROQUINOLONES","J01MA","IZILOX"
"989","ASSOCIATIONS D'ANTIBACTERIENS","J01RA","RODOGYL"
"990","ASSOCIATIONS D'ANTIBACTERIENS","J01RA","BIRODOGYL"
"991","ASSOCIATIONS D'ANTIBACTERIENS","J01RA","SPIRAM/METRO"
"992","ASSOCIATIONS D'ANTIBACTERIENS","J01RA","BI"
"993","POLYMYXINES","J01XB","COLOBREATHE"
"994","POLYMYXINES","J01XB","COLISTIMETHATE"
"995","POLYMYXINES","J01XB","TADIM"
"996","ANTIBACTERIENS STEROIDIENS","J01XC","FUSIDATE"
"997","ANTIBACTERIENS STEROIDIENS","J01XC","FUCIDINE"
"998","DERIVES DU NITROFURANE","J01XE","FURADANTINE"
"999","AUTRES ANTIBACTERIENS","J01XX","FOSFOMYCINE"
"1000","AUTRES ANTIBACTERIENS","J01XX","MONURIL"
"1001","ANTIBIOTIQUES","J02AA","FUNGIZONE"
"1002","DERIVES TRIAZOLES","J02AC","OROFLUCO"
"1003","DERIVES TRIAZOLES","J02AC","BEAGYNE"
"1004","DERIVES TRIAZOLES","J02AC","FLUCONAZOLE"
"1005","DERIVES TRIAZOLES","J02AC","TRIFLUCAN"
"1006","DERIVES TRIAZOLES","J02AC","SPORANOX"
"1007","DERIVES TRIAZOLES","J02AC","ITRACONAZOLE"
"1008","DERIVES TRIAZOLES","J02AC","VORICONAZOLE"
"1009","DERIVES TRIAZOLES","J02AC","VFEND"
"1010","AUTRES ANTIMYCOSIQUES A USAGE SYSTEMIQUE","J02AX","ANCOTIL"
"1011","ANTIBIOTIQUES","J04AB","RIFADINE"
"1012","ANTIBIOTIQUES","J04AB","RIMACTAN"
"1013","ANTIBIOTIQUES","J04AB","ANSATIPINE"
"1014","HYDRAZIDES","J04AC","RIMIFON"
"1015","AUTRES ANTITUBERCULEUX","J04AK","PIRILENE"
"1016","AUTRES ANTITUBERCULEUX","J04AK","DEXAMBUTOL"
"1017","ASSOCIATIONS D'ANTITUBERCULEUX","J04AM","RIFINAH"
"1018","ASSOCIATIONS D'ANTITUBERCULEUX","J04AM","RIFATER"
"1019","ANTILEPREUX","J04BA","DISULONE"
"1020","NUCLEOSIDES ET NUCLEOTIDES, INHIBITEURS DE LA TRANSCRIPTASE EXCLUS","J05AB","ACICLOVIR"
"1021","NUCLEOSIDES ET NUCLEOTIDES, INHIBITEURS DE LA TRANSCRIPTASE EXCLUS","J05AB","ZOVIRAX"
"1022","NUCLEOSIDES ET NUCLEOTIDES, INHIBITEURS DE LA TRANSCRIPTASE EXCLUS","J05AB","ORAVIR"
"1023","NUCLEOSIDES ET NUCLEOTIDES, INHIBITEURS DE LA TRANSCRIPTASE EXCLUS","J05AB","VALACICLOVIR"
"1024","NUCLEOSIDES ET NUCLEOTIDES, INHIBITEURS DE LA TRANSCRIPTASE EXCLUS","J05AB","ZELITREX"
"1025","NUCLEOSIDES ET NUCLEOTIDES, INHIBITEURS DE LA TRANSCRIPTASE EXCLUS","J05AB","VALGANCICLOVIR"
"1026","NUCLEOSIDES ET NUCLEOTIDES, INHIBITEURS DE LA TRANSCRIPTASE EXCLUS","J05AB","ROVALCYTE"
"1027","INHIBITEURS DE PROTEASE","J05AE","NORVIR"
"1028","INHIBITEURS DE PROTEASE","J05AE","RITONAVIR"
"1029","INHIBITEURS DE PROTEASE","J05AE","TELZIR"
"1030","INHIBITEURS DE PROTEASE","J05AE","ATAZANAVIR"
"1031","INHIBITEURS DE PROTEASE","J05AE","REYATAZ"
"1032","INHIBITEURS DE PROTEASE","J05AE","APTIVUS"
"1033","INHIBITEURS DE PROTEASE","J05AE","PREZISTA"
"1034","INHIBITEURS DE PROTEASE","J05AE","DARUNAVIR"
"1035","INHIBITEURS DE PROTEASE","J05AE","PAXLOVID"
"1036","INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES","J05AF","RETROVIR"
"1037","INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES","J05AF","LAMIVUDINE"
"1038","INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES","J05AF","EPIVIR"
"1039","INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES","J05AF","ZEFFIX"
"1040","INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES","J05AF","ABACAVIR"
"1041","INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES","J05AF","ZIAGEN"
"1042","INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES","J05AF","VIREAD"
"1043","INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES","J05AF","TENOFOVIR"
"1044","INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES","J05AF","EMTRIVA"
"1045","INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES","J05AF","ENTECAVIR"
"1046","INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES","J05AF","BARACLUDE"
"1047","INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDES","J05AG","VIRAMUNE"
"1048","INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDES","J05AG","NEVIRAPINE"
"1049","INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDES","J05AG","EFAVIRENZ"
"1050","INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDES","J05AG","INTELENCE"
"1051","INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDES","J05AG","EDURANT"
"1052","INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDES","J05AG","REKAMBYS"
"1053","INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDES","J05AG","PIFELTRO"
"1054","INHIBITEURS DE LA NEURAMINIDASE","J05AH","TAMIFLU"
"1055","INHIBITEURS DE LA NEURAMINIDASE","J05AH","EBILFUMIN"
"1056","INHIBITEURS DE LA NEURAMINIDASE","J05AH","OSELTAMIVIR"
"1057","INHIBITEUR D INTÉGRASE","J05AJ","ISENTRESS"
"1058","INHIBITEUR D INTÉGRASE","J05AJ","TIVICAY"
"1059","INHIBITEUR D INTÉGRASE","J05AJ","VOCABRIA"
"1060","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HCV","J05AP","SOVALDI"
"1061","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HCV","J05AP","HARVONI"
"1062","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HCV","J05AP","EPCLUSA"
"1063","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HCV","J05AP","VOSEVI"
"1064","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HCV","J05AP","MAVIRET"
"1065","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","LAMIVUDINE"
"1066","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","COMBIVIR"
"1067","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","ABACAVIR/LAM"
"1068","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","KIVEXA"
"1069","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","EMTRICITABIN"
"1070","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","EMTRICIT/TENOF"
"1071","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","TRUVADA"
"1072","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","ABACAVIR/LAM/ZID"
"1073","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","TRIZIVIR"
"1074","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","EFAVIR/EMTR/TENO"
"1075","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","EVIPLERA"
"1076","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","STRIBILD"
"1077","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","LOPINAVIR/RITONAVIR"
"1078","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","KALETRA"
"1079","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","TRIUMEQ"
"1080","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","GENVOYA"
"1081","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","ODEFSEY"
"1082","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","BIKTARVY"
"1083","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","JULUCA"
"1084","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","DELSTRIGO"
"1085","ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION","J05AR","DOVATO"
"1086","AUTRES ANTIVIRAUX","J05AX","FUZEON"
"1087","AUTRES ANTIVIRAUX","J05AX","CELSENTRI"
"1088","AUTRES ANTIVIRAUX","J05AX","PREVYMIS"
"1089","AUTRES ANTIVIRAUX","J05AX","RUKOBIA"
"1090","AUTRES ANTIVIRAUX","J05AX","SUNLENCA"
"1091","IMMUNOGLOBULINES SPECIFIQUES","J06BB","RHOPHYLAC"
"1092","IMMUNOGLOBULINES SPECIFIQUES","J06BB","GAMMATETANOS"
"1093","ANTICORPS MONONUCLONAUX ANTIVIRAUX","J06BD","BEYFORTUS"
"1094","VACCINS ANTIHAEMOPHILUS INFLUENZAE B","J07AG","ACT"
"1095","VACCINS ANTIMENINGOCOCCIQUES","J07AH","MENJUGATE"
"1096","VACCINS ANTIMENINGOCOCCIQUES","J07AH","NEISVAC"
"1097","VACCINS ANTIMENINGOCOCCIQUES","J07AH","MENVEO"
"1098","VACCINS ANTIMENINGOCOCCIQUES","J07AH","NIMENRIX"
"1099","VACCINS ANTIMENINGOCOCCIQUES","J07AH","MENQUADFI"
"1100","VACCINS ANTIMENINGOCOCCIQUES","J07AH","BEXSERO"
"1101","VACCINS ANTIMENINGOCOCCIQUES","J07AH","TRUMENBA"
"1102","VACCINS ANTIPNEUMOCOCCIQUES","J07AL","PNEUMOVAX"
"1103","VACCINS ANTIPNEUMOCOCCIQUES","J07AL","PNEUMO"
"1104","VACCINS ANTIPNEUMOCOCCIQUES","J07AL","VAXNEUVANCE"
"1105","VACCINS ANTIPNEUMOCOCCIQUES","J07AL","PREVENAR"
"1106","VACCINS ANTITUBERCULEUX","J07AN","VACCIN"
"1107","VACCINS ANTIGRIPPAUX","J07BB","FLUARIXTETRA"
"1108","VACCINS ANTIGRIPPAUX","J07BB","VAXIGRIPTETRA"
"1109","VACCINS ANTIGRIPPAUX","J07BB","INFLUVAC"
"1110","VACCINS ANTIGRIPPAUX","J07BB","EFLUELDA"
"1111","VACCINS ANTIGRIPPAUX","J07BB","VAXIGRIP"
"1112","VACCINS CONTRE LES HEPATITES","J07BC","ENGERIX"
"1113","VACCINS CONTRE LES HEPATITES","J07BC","HBVAXPRO"
"1114","VACCINS CONTRE LES HEPATITES","J07BC","HAVRIX"
"1115","VACCINS CONTRE LES HEPATITES","J07BC","AVAXIM"
"1116","VACCINS CONTRE LES HEPATITES","J07BC","VAQTA"
"1117","VACCINS CONTRE LA ROUGEOLE","J07BD","PRIORIX"
"1118","VACCINS CONTRE LA ROUGEOLE","J07BD","M-M-RVAXPRO"
"1119","VACCINS CONTRE LES DIARRHEES A ROTAVIRUS","J07BH","ROTARIX"
"1120","VACCINS CONTRE LES DIARRHEES A ROTAVIRUS","J07BH","ROTATEQ"
"1121","VACCINS CONTRE LA VARICELLE-ZONA","J07BK","VARILRIX"
"1122","VACCINS CONTRE LA VARICELLE-ZONA","J07BK","VARIVAX"
"1123","VACCINS CONTRE LA VARICELLE-ZONA","J07BK","ZOSTAVAX"
"1124","VACCINS CONTRE LE PAPILLOMAVIRUS","J07BM","GARDASIL"
"1125","VACCINS CONTRE LE PAPILLOMAVIRUS","J07BM","CERVARIX"
"1126","AUTRES VACCINS VIRAUX","J07BX","ABRYSVO"
"1127","VACCINS BACTERIENS ET VIRAUX ASSOCIES","J07CA","REVAXIS"
"1128","VACCINS BACTERIENS ET VIRAUX ASSOCIES","J07CA","TETRAVAC"
"1129","VACCINS BACTERIENS ET VIRAUX ASSOCIES","J07CA","INFANRIXTETRA"
"1130","VACCINS BACTERIENS ET VIRAUX ASSOCIES","J07CA","REPEVAX"
"1131","VACCINS BACTERIENS ET VIRAUX ASSOCIES","J07CA","BOOSTRIXTETRA"
"1132","VACCINS BACTERIENS ET VIRAUX ASSOCIES","J07CA","INFANRIXQUINTA"
"1133","VACCINS BACTERIENS ET VIRAUX ASSOCIES","J07CA","PENTAVAC"
"1134","VACCINS BACTERIENS ET VIRAUX ASSOCIES","J07CA","HEXYON"
"1135","VACCINS BACTERIENS ET VIRAUX ASSOCIES","J07CA","VAXELIS"
"1136","VACCINS BACTERIENS ET VIRAUX ASSOCIES","J07CA","INFANRIX"
"1137","MOUTARDES A L'AZOTE","L01AA","ENDOXAN"
"1138","MOUTARDES A L'AZOTE","L01AA","CHLORAMINOPHENE"
"1139","MOUTARDES A L'AZOTE","L01AA","ALKERAN"
"1140","ALKYLSULFONATES","L01AB","MYLERAN"
"1141","AUTRES AGENTS ALKYLANTS","L01AX","VERCYTE"
"1142","ANALOGUES DE L'ACIDE FOLIQUE","L01BA","NOVATREX"
"1143","ANALOGUES DE L'ACIDE FOLIQUE","L01BA","METHOTREXATE"
"1144","ANALOGUES DE L'ACIDE FOLIQUE","L01BA","IMENOR"
"1145","ANALOGUES DE L'ACIDE FOLIQUE","L01BA","METOTAB"
"1146","ANALOGUES DE LA PURINE","L01BB","XALUPRINE"
"1147","ANALOGUES DE LA PURINE","L01BB","PURINETHOL"
"1148","ANALOGUES DE LA PURINE","L01BB","LITAK"
"1149","ANALOGUES DE LA PURINE","L01BB","FLUDARA"
"1150","ANALOGUES DE LA PYRIMIDINE","L01BC","ARACYTINE"
"1151","ANALOGUES DE LA PYRIMIDINE","L01BC","TOLAK"
"1152","ANALOGUES DE LA PYRIMIDINE","L01BC","EFUDIX"
"1153","ANALOGUES DE LA PYRIMIDINE","L01BC","CAPECITABINE"
"1154","ANALOGUES DE LA PYRIMIDINE","L01BC","XELODA"
"1155","ANALOGUES DE LA PYRIMIDINE","L01BC","ONUREG"
"1156","ANALOGUES DE LA PYRIMIDINE","L01BC","LONSURF"
"1157","VINCAALCALOIDES ET ANALOGUES","L01CA","VINORELBINE"
"1158","VINCAALCALOIDES ET ANALOGUES","L01CA","NAVELBINE"
"1159","DERIVES DE LA PODOPHYLLOTOXINE","L01CB","CELLTOP"
"1160","INHIBITEURS DE LA TOPO-ISOMÉRASE 1 (TOP1)","L01CE","HYCAMTIN"
"1161","AUTRES ANTIBIOTIQUES CYTOTOXIQUES","L01DC","BLEOMYCINE"
"1162","INHIBITEURS DE TYROSINE KINASE BCR-ABL","L01EA","IMATINIB"
"1163","INHIBITEURS DE TYROSINE KINASE BCR-ABL","L01EA","GLIVEC"
"1164","INHIBITEURS DE TYROSINE KINASE BCR-ABL","L01EA","DASATINIB"
"1165","INHIBITEURS DE TYROSINE KINASE BCR-ABL","L01EA","SPRYCEL"
"1166","INHIBITEURS DE TYROSINE KINASE BCR-ABL","L01EA","TASIGNA"
"1167","INHIBITEURS DE TYROSINE KINASE BCR-ABL","L01EA","BOSULIF"
"1168","INHIBITEURS DE TYROSINE KINASE BCR-ABL","L01EA","BOSUTINIB"
"1169","INHIBITEURS DE TYROSINE KINASE BCR-ABL","L01EA","ICLUSIG"
"1170","INHIBITEURS DE TYROSINE KINASE BCR-ABL","L01EA","SCEMBLIX"
"1171","INHIBITEURS DE TYROSINE KINASE EGFR","L01EB","GEFITINIB"
"1172","INHIBITEURS DE TYROSINE KINASE EGFR","L01EB","ERLOTINIB"
"1173","INHIBITEURS DE TYROSINE KINASE EGFR","L01EB","GIOTRIF"
"1174","INHIBITEURS DE TYROSINE KINASE EGFR","L01EB","TAGRISSO"
"1175","INHIBITEURS DE SÉRINE-THRÉONINE KINASE B-RAF (BRAF)","L01EC","ZELBORAF"
"1176","INHIBITEURS DE SÉRINE-THRÉONINE KINASE B-RAF (BRAF)","L01EC","TAFINLAR"
"1177","INHIBITEURS DE SÉRINE-THRÉONINE KINASE B-RAF (BRAF)","L01EC","BRAFTOVI"
"1178","INHIBITEURS DE KINASE DU LYMPHOME ANAPLASIQUE (ALK))","L01ED","XALKORI"
"1179","INHIBITEURS DE KINASE DU LYMPHOME ANAPLASIQUE (ALK))","L01ED","ZYKADIA"
"1180","INHIBITEURS DE KINASE DU LYMPHOME ANAPLASIQUE (ALK))","L01ED","ALECENSA"
"1181","INHIBITEURS DE KINASE DU LYMPHOME ANAPLASIQUE (ALK))","L01ED","ALUNBRIG"
"1182","INHIBITEURS DE KINASE DU LYMPHOME ANAPLASIQUE (ALK))","L01ED","LORVIQUA"
"1183","INHIBITEURS MEK (MITOGEN-ACTIVATED PROTEIN KINASE)","L01EE","MEKINIST"
"1184","INHIBITEURS MEK (MITOGEN-ACTIVATED PROTEIN KINASE)","L01EE","COTELLIC"
"1185","INHIBITEURS MEK (MITOGEN-ACTIVATED PROTEIN KINASE)","L01EE","MEKTOVI"
"1186","INHIBITEURS MEK (MITOGEN-ACTIVATED PROTEIN KINASE)","L01EE","KOSELUGO"
"1187","INHIBITEURS DE KINASE CYCLINE-DÉPENDANTE (CDK)","L01EF","IBRANCE"
"1188","INHIBITEURS DE KINASE CYCLINE-DÉPENDANTE (CDK)","L01EF","KISQALI"
"1189","INHIBITEURS DE KINASE CYCLINE-DÉPENDANTE (CDK)","L01EF","VERZENIOS"
"1190","INHIBITEURS DE KINASE MTOR","L01EG","VOTUBIA"
"1191","INHIBITEURS DE KINASE MTOR","L01EG","AFINITOR"
"1192","INHIBITEURS DE KINASE MTOR","L01EG","EVEROLIMUS"
"1193","INHIBITEURS DE TYROSINE KINASE HER2","L01EH","TYVERB"
"1194","INHIBITEURS DE TYROSINE KINASE HER2","L01EH","TUKYSA"
"1195","INHIBITEURS DE JANUS KINASE (JAK)","L01EJ","JAKAVI"
"1196","INHIBITEURS DE JANUS KINASE (JAK)","L01EJ","INREBIC"
"1197","INHIBITEURS DE TYROSINE KINASE VEGFR","L01EK","INLYTA"
"1198","INHIBITEURS DE TYROSINE KINASE DE BRUTON (BTK)","L01EL","IMBRUVICA"
"1199","INHIBITEURS DE TYROSINE KINASE DE BRUTON (BTK)","L01EL","CALQUENCE"
"1200","INHIBITEURS DE TYROSINE KINASE DE BRUTON (BTK)","L01EL","BRUKINSA"
"1201","INHIBITEURS DE PHOSPHATIDYLINOSITOL-3-KINASE (PI3K)","L01EM","ZYDELIG"
"1202","NON DETERMINE","L01EN","PEMAZYRE"
"1203","NON DETERMINE","L01EN","LYTGOBI"
"1204","AUTRES INHIBITEURS DE PROTÉINE KINASE","L01EX","SUNITINIB"
"1205","AUTRES INHIBITEURS DE PROTÉINE KINASE","L01EX","SUTENT"
"1206","AUTRES INHIBITEURS DE PROTÉINE KINASE","L01EX","SORAFENIB"
"1207","AUTRES INHIBITEURS DE PROTÉINE KINASE","L01EX","NEXAVAR"
"1208","AUTRES INHIBITEURS DE PROTÉINE KINASE","L01EX","VOTRIENT"
"1209","AUTRES INHIBITEURS DE PROTÉINE KINASE","L01EX","CAPRELSA"
"1210","AUTRES INHIBITEURS DE PROTÉINE KINASE","L01EX","STIVARGA"
"1211","AUTRES INHIBITEURS DE PROTÉINE KINASE","L01EX","CABOMETYX"
"1212","AUTRES INHIBITEURS DE PROTÉINE KINASE","L01EX","LENVIMA"
"1213","AUTRES INHIBITEURS DE PROTÉINE KINASE","L01EX","KISPLYX"
"1214","AUTRES INHIBITEURS DE PROTÉINE KINASE","L01EX","OFEV"
"1215","AUTRES INHIBITEURS DE PROTÉINE KINASE","L01EX","RYDAPT"
"1216","AUTRES INHIBITEURS DE PROTÉINE KINASE","L01EX","XOSPATA"
"1217","AUTRES INHIBITEURS DE PROTÉINE KINASE","L01EX","AYVAKYT"
"1218","AUTRES INHIBITEURS DE PROTÉINE KINASE","L01EX","QINLOCK"
"1219","METHYLHYDRAZINES","L01XB","NATULAN"
"1220","SENSIBILISATEURS UTILISES DANS LA THERAPIE PHOTODYNAMIQUE/RADIOTHERAPIE","L01XD","METVIXIA"
"1221","RÉTINOÏDES POUR LE TRAITEMENT DU CANCER","L01XF","BEXAROTENE"
"1222","RÉTINOÏDES POUR LE TRAITEMENT DU CANCER","L01XF","TARGRETIN"
"1223","INHIBITEURS DE PROTÉASOME","L01XG","NINLARO"
"1224","INHIBITEURS DE LA VOIE HEDGEHOG","L01XJ","ERIVEDGE"
"1225","INHIBITEURS DE LA VOIE HEDGEHOG","L01XJ","ODOMZO"
"1226","INHIBITEURS DE POLY (ADP-RIBOSE) POLYMÉRASE (PARP)","L01XK","LYNPARZA"
"1227","INHIBITEURS DE POLY (ADP-RIBOSE) POLYMÉRASE (PARP)","L01XK","ZEJULA"
"1228","INHIBITEURS DE POLY (ADP-RIBOSE) POLYMÉRASE (PARP)","L01XK","RUBRACA"
"1229","INHIBITEURS DE POLY (ADP-RIBOSE) POLYMÉRASE (PARP)","L01XK","TALZENNA"
"1230","AUTRES ANTINEOPLASIQUES","L01XX","HYDREA"
"1231","AUTRES ANTINEOPLASIQUES","L01XX","SIKLOS"
"1232","AUTRES ANTINEOPLASIQUES","L01XX","ESTRACYT"
"1233","AUTRES ANTINEOPLASIQUES","L01XX","ANAGRELIDE"
"1234","AUTRES ANTINEOPLASIQUES","L01XX","XAGRID"
"1235","AUTRES ANTINEOPLASIQUES","L01XX","VENCLYXTO"
"1236","AUTRES ANTINEOPLASIQUES","L01XX","NEXPOVIO"
"1237","PROGESTATIFS","L02AB","MEGACE"
"1238","PROGESTATIFS","L02AB","DEPO"
"1239","ANALOGUES DE L'HORMONE ENTRAINANT LA LIBERATION DE GONADOTROPHINES","L02AE","LEPTOPROL"
"1240","ANALOGUES DE L'HORMONE ENTRAINANT LA LIBERATION DE GONADOTROPHINES","L02AE","ENANTONE"
"1241","ANALOGUES DE L'HORMONE ENTRAINANT LA LIBERATION DE GONADOTROPHINES","L02AE","ZEULIDE"
"1242","ANALOGUES DE L'HORMONE ENTRAINANT LA LIBERATION DE GONADOTROPHINES","L02AE","ELIGARD"
"1243","ANALOGUES DE L'HORMONE ENTRAINANT LA LIBERATION DE GONADOTROPHINES","L02AE","ZOLADEX"
"1244","ANALOGUES DE L'HORMONE ENTRAINANT LA LIBERATION DE GONADOTROPHINES","L02AE","DECAPEPTYL"
"1245","ANALOGUES DE L'HORMONE ENTRAINANT LA LIBERATION DE GONADOTROPHINES","L02AE","GONAPEPTYL"
"1246","ANALOGUES DE L'HORMONE ENTRAINANT LA LIBERATION DE GONADOTROPHINES","L02AE","SALVACYL"
"1247","ANTI-ESTROGENES","L02BA","NOLVADEX"
"1248","ANTI-ESTROGENES","L02BA","TAMOXIFENE"
"1249","ANTI-ESTROGENES","L02BA","FARESTON"
"1250","ANTI-ESTROGENES","L02BA","FULVESTRANT"
"1251","ANTI-ESTROGENES","L02BA","FASLODEX"
"1252","ANTIANDROGENES","L02BB","ANANDRON"
"1253","ANTIANDROGENES","L02BB","BICALUTAMIDE"
"1254","ANTIANDROGENES","L02BB","CASODEX"
"1255","ANTIANDROGENES","L02BB","XTANDI"
"1256","ANTIANDROGENES","L02BB","ERLEADA"
"1257","ANTIANDROGENES","L02BB","NUBEQA"
"1258","INHIBITEURS ENZYMATIQUES","L02BG","ANASTROZOLE"
"1259","INHIBITEURS ENZYMATIQUES","L02BG","ARIMIDEX"
"1260","INHIBITEURS ENZYMATIQUES","L02BG","LETROZOLE"
"1261","INHIBITEURS ENZYMATIQUES","L02BG","FEMARA"
"1262","INHIBITEURS ENZYMATIQUES","L02BG","EXEMESTANE"
"1263","INHIBITEURS ENZYMATIQUES","L02BG","AROMASINE"
"1264","AUTRES HORMONES ANTAGONISTES ET AGENTS APPARENTES","L02BX","FIRMAGON"
"1265","AUTRES HORMONES ANTAGONISTES ET AGENTS APPARENTES","L02BX","ZYTIGA"
"1266","AUTRES HORMONES ANTAGONISTES ET AGENTS APPARENTES","L02BX","ABIRATERONE"
"1267","AUTRES HORMONES ANTAGONISTES ET AGENTS APPARENTES","L02BX","GRUMABIX"
"1268","AUTRES HORMONES ANTAGONISTES ET AGENTS APPARENTES","L02BX","IBIRON"
"1269","AUTRES HORMONES ANTAGONISTES ET AGENTS APPARENTES","L02BX","ORGOVYX"
"1270","FACTEURS DE CROISSANCE","L03AA","ACCOFIL"
"1271","FACTEURS DE CROISSANCE","L03AA","NEUPOGEN"
"1272","FACTEURS DE CROISSANCE","L03AA","TEVAGRASTIM"
"1273","FACTEURS DE CROISSANCE","L03AA","ZARZIO"
"1274","FACTEURS DE CROISSANCE","L03AA","RATIOGRASTIM"
